,ID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
527,3291,48,technician,married,tertiary,no,9207,no,no,cellular,18,aug,445,3,-1,0,unknown,0
528,851,46,blue-collar,married,secondary,no,5,no,no,cellular,18,aug,71,3,-1,0,unknown,0
529,2291,42,admin.,married,secondary,no,0,no,no,unknown,19,jun,370,1,-1,0,unknown,0
530,3888,37,technician,divorced,secondary,no,23,no,no,cellular,20,aug,289,2,-1,0,unknown,0
531,1189,34,technician,single,secondary,no,201,no,no,cellular,22,jul,257,2,-1,0,unknown,0
532,3773,34,technician,married,secondary,no,47,no,no,cellular,25,aug,132,6,-1,0,unknown,0
533,865,32,blue-collar,single,secondary,no,-255,no,yes,unknown,2,jul,957,3,-1,0,unknown,0
534,4403,39,housemaid,married,primary,no,267,no,no,unknown,9,jun,1151,5,-1,0,unknown,0
535,1030,38,management,married,tertiary,no,-70,yes,no,cellular,30,jan,140,1,2,3,other,0
536,632,52,blue-collar,married,secondary,no,289,yes,no,unknown,21,may,45,13,-1,0,unknown,0
537,3257,31,admin.,single,secondary,no,1588,yes,no,unknown,3,jun,14,1,-1,0,unknown,0
538,2337,24,services,married,tertiary,no,0,yes,no,unknown,27,may,299,1,-1,0,unknown,0
539,2075,69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112,1,78,1,failure,0
540,340,41,management,married,tertiary,no,832,yes,yes,cellular,21,nov,164,1,176,1,failure,0
541,4177,57,management,married,tertiary,no,1341,yes,no,unknown,8,may,339,2,-1,0,unknown,0
542,3070,39,technician,single,unknown,no,75,no,no,unknown,6,jun,26,1,-1,0,unknown,0
543,3550,42,housemaid,single,primary,no,5774,yes,no,unknown,15,may,54,2,-1,0,unknown,0
544,1441,49,unknown,married,unknown,no,301,no,no,cellular,14,aug,789,2,-1,0,unknown,0
545,3641,27,student,single,secondary,no,268,yes,no,cellular,13,may,528,1,358,2,failure,0
546,3909,42,management,married,tertiary,no,2187,yes,no,cellular,17,nov,525,3,-1,0,unknown,1
547,273,35,self-employed,married,secondary,no,524,yes,no,cellular,21,nov,484,4,-1,0,unknown,0
548,2612,53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,unknown,0
549,745,53,management,married,secondary,no,66,no,yes,telephone,8,jul,141,1,-1,0,unknown,0
550,1485,29,technician,single,secondary,no,113,no,no,cellular,12,feb,328,2,183,4,success,1
551,2917,41,technician,single,tertiary,no,1646,yes,no,cellular,4,feb,261,1,184,6,success,1
552,3053,46,blue-collar,married,primary,no,1429,yes,no,unknown,14,may,91,1,-1,0,unknown,0
553,905,28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown,1
554,4388,83,retired,divorced,primary,no,1097,no,no,telephone,5,mar,181,1,-1,0,unknown,1
555,4169,35,services,divorced,secondary,no,221,yes,no,cellular,14,may,150,1,360,1,failure,0
556,2241,41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,87,6,-1,0,unknown,0
557,759,42,entrepreneur,married,tertiary,no,233,no,no,cellular,5,feb,446,1,-1,0,unknown,0
558,3219,72,retired,married,primary,no,763,no,no,cellular,24,apr,384,2,-1,0,unknown,1
559,810,46,blue-collar,married,secondary,no,-216,yes,no,cellular,28,jul,404,3,-1,0,unknown,0
560,913,41,management,married,tertiary,no,-29,no,no,cellular,29,jan,41,2,266,2,failure,0
561,3823,35,admin.,married,secondary,no,0,no,no,unknown,7,may,326,1,-1,0,unknown,0
562,2639,50,management,married,tertiary,no,1240,no,no,cellular,12,aug,474,2,-1,0,unknown,0
563,23,44,entrepreneur,married,secondary,no,93,no,no,cellular,7,jul,125,2,-1,0,unknown,0
564,1562,43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302,8,-1,0,unknown,0
565,936,50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748,3,-1,0,unknown,0
566,4042,30,technician,single,tertiary,no,1185,yes,no,cellular,30,apr,284,1,339,1,failure,0
567,3318,69,retired,married,secondary,no,745,no,no,telephone,9,sep,595,1,-1,0,unknown,0
568,4065,70,retired,married,secondary,no,616,no,no,cellular,27,apr,149,2,182,1,failure,0
569,1114,36,technician,divorced,secondary,no,487,no,yes,cellular,11,aug,268,3,-1,0,unknown,0
570,215,42,management,married,tertiary,no,372,yes,no,cellular,3,aug,654,2,-1,0,unknown,1
571,3490,66,management,single,tertiary,no,6483,no,no,cellular,13,aug,275,1,-1,0,unknown,0
572,427,26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107,1,-1,0,unknown,0
573,4423,45,management,single,tertiary,no,2048,yes,no,cellular,18,oct,310,1,804,1,failure,1
574,1813,46,management,married,tertiary,no,1375,yes,no,cellular,17,nov,308,3,-1,0,unknown,0
575,1116,28,management,married,tertiary,no,318,yes,no,unknown,27,may,4,4,-1,0,unknown,0
576,3705,43,management,married,tertiary,no,489,yes,no,cellular,8,may,130,1,172,2,other,0
577,1467,53,services,divorced,secondary,no,0,no,no,cellular,12,mar,80,2,-1,0,unknown,1
578,3262,58,blue-collar,divorced,secondary,no,314,no,no,unknown,25,jun,67,2,-1,0,unknown,0
579,320,45,admin.,married,unknown,no,1783,no,no,unknown,20,jun,11,11,-1,0,unknown,0
580,3586,43,blue-collar,married,secondary,no,2160,no,no,cellular,8,sep,261,1,98,1,success,1
581,1312,80,retired,married,secondary,no,8304,no,no,telephone,9,jun,712,1,64,12,failure,1
582,4060,34,admin.,single,secondary,no,296,no,no,cellular,7,jul,147,4,-1,0,unknown,0
583,781,42,blue-collar,married,secondary,no,352,yes,no,cellular,11,may,79,3,-1,0,unknown,0
584,2723,34,technician,single,tertiary,no,9851,yes,no,cellular,20,nov,128,5,-1,0,unknown,0
585,1989,45,blue-collar,married,secondary,no,2926,yes,yes,cellular,19,nov,482,3,120,2,failure,0
586,2006,51,blue-collar,married,primary,no,1869,no,no,unknown,17,jun,30,3,-1,0,unknown,0
587,721,31,technician,single,tertiary,no,-162,yes,no,cellular,18,may,380,1,-1,0,unknown,0
588,103,57,services,single,primary,no,3777,yes,no,telephone,13,may,65,2,-1,0,unknown,0
589,3369,51,self-employed,divorced,secondary,no,1291,yes,no,unknown,3,jun,51,2,-1,0,unknown,0
590,1529,29,management,single,secondary,no,417,no,no,cellular,7,oct,90,1,-1,0,unknown,0
591,665,54,technician,married,secondary,no,0,no,no,telephone,16,nov,986,1,94,8,failure,0
592,3346,55,admin.,married,secondary,no,865,yes,no,cellular,27,oct,96,1,111,3,failure,0
593,2410,31,housemaid,single,tertiary,no,287,yes,no,cellular,19,nov,182,1,-1,0,unknown,0
594,3729,42,entrepreneur,married,primary,no,149,no,no,cellular,20,aug,94,2,-1,0,unknown,0
595,814,47,technician,married,secondary,no,-75,yes,no,cellular,4,feb,57,1,247,1,other,0
596,779,55,unknown,married,primary,no,159,no,no,unknown,4,sep,15,1,-1,0,unknown,0
597,1360,31,technician,single,secondary,no,1014,yes,no,cellular,23,jul,158,4,-1,0,unknown,0
598,2870,59,retired,married,primary,no,46,no,no,cellular,14,aug,78,2,-1,0,unknown,0
599,3276,35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,8,aug,275,4,-1,0,unknown,0
600,2859,23,blue-collar,single,primary,no,8627,yes,no,cellular,15,may,169,1,346,1,failure,0
601,3974,54,retired,married,primary,no,208,no,no,unknown,12,may,255,1,-1,0,unknown,0
602,1307,41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,82,1,-1,0,unknown,0
603,2890,31,services,married,secondary,no,440,yes,no,unknown,17,jun,117,3,-1,0,unknown,0
604,2378,39,blue-collar,married,secondary,no,1439,yes,no,telephone,28,jul,73,6,-1,0,unknown,0
605,1715,38,admin.,married,secondary,no,3732,yes,no,unknown,21,may,379,2,-1,0,unknown,0
606,580,29,management,married,tertiary,no,361,yes,yes,cellular,28,jul,819,3,-1,0,unknown,0
607,654,58,retired,married,secondary,no,225,no,no,cellular,7,aug,122,6,-1,0,unknown,0
608,3949,38,housemaid,married,primary,no,21,no,no,cellular,26,aug,634,2,-1,0,unknown,0
609,414,53,blue-collar,married,secondary,no,4380,no,no,telephone,19,aug,223,7,-1,0,unknown,0
610,221,37,technician,married,secondary,no,4030,yes,no,unknown,26,may,178,5,-1,0,unknown,0
611,401,28,blue-collar,single,secondary,no,517,no,yes,cellular,8,jul,681,1,-1,0,unknown,1
612,539,41,admin.,married,secondary,no,920,yes,yes,unknown,27,may,239,1,-1,0,unknown,0
613,3419,60,admin.,married,secondary,no,2552,no,yes,cellular,30,jan,255,2,2,4,other,0
614,2146,35,self-employed,married,secondary,no,8883,no,no,cellular,21,nov,33,3,-1,0,unknown,0
615,4070,31,services,single,secondary,no,481,yes,no,cellular,20,nov,106,2,183,2,failure,0
616,3315,33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,failure,1
617,303,35,blue-collar,married,secondary,no,1287,yes,no,cellular,14,jul,330,2,-1,0,unknown,0
618,1759,26,admin.,single,tertiary,no,3672,yes,no,unknown,29,may,360,5,-1,0,unknown,0
619,1777,43,management,married,unknown,no,5172,yes,no,unknown,29,may,57,3,-1,0,unknown,0
620,2544,56,admin.,divorced,primary,no,0,no,yes,cellular,10,jul,542,1,-1,0,unknown,0
621,831,47,blue-collar,married,secondary,no,1996,no,no,unknown,5,jun,761,2,-1,0,unknown,1
622,1661,45,admin.,single,secondary,no,-11,yes,no,cellular,5,may,247,1,-1,0,unknown,0
623,3174,36,blue-collar,single,secondary,no,168,yes,no,telephone,12,may,52,1,-1,0,unknown,0
624,3452,31,admin.,married,secondary,no,0,yes,no,cellular,29,jul,82,5,-1,0,unknown,0
625,2953,22,student,single,tertiary,no,691,no,no,cellular,19,aug,338,1,-1,0,unknown,1
626,3532,42,services,married,secondary,no,3620,yes,no,unknown,27,may,22,16,-1,0,unknown,0
627,3725,49,unemployed,married,primary,no,-384,yes,no,unknown,27,may,25,1,-1,0,unknown,0
628,18,25,blue-collar,single,primary,no,-221,yes,no,unknown,23,may,250,1,-1,0,unknown,0
629,3079,59,technician,divorced,secondary,no,879,yes,no,unknown,26,may,228,1,-1,0,unknown,0
630,2576,31,services,single,secondary,no,469,no,yes,cellular,2,feb,111,1,-1,0,unknown,0
631,1184,37,technician,married,secondary,no,430,no,no,cellular,27,aug,154,4,-1,0,unknown,0
632,4123,47,blue-collar,divorced,primary,no,126,yes,no,unknown,3,jun,2456,2,-1,0,unknown,1
633,1309,31,management,married,secondary,no,625,yes,no,cellular,7,apr,424,1,138,1,failure,0
634,2991,37,management,divorced,tertiary,no,0,yes,no,cellular,11,may,217,6,-1,0,unknown,0
635,2470,38,technician,married,tertiary,no,1042,yes,no,cellular,4,feb,419,2,-1,0,unknown,0
636,2106,47,entrepreneur,married,primary,no,668,no,no,cellular,12,may,908,1,-1,0,unknown,0
637,2132,26,admin.,married,secondary,no,0,no,no,unknown,27,may,755,1,-1,0,unknown,0
638,2707,58,management,married,tertiary,no,541,yes,no,cellular,8,may,98,1,-1,0,unknown,0
639,1817,27,blue-collar,married,secondary,no,2171,yes,no,cellular,16,apr,130,1,323,1,other,0
640,3924,44,services,married,secondary,no,1989,yes,yes,cellular,20,apr,106,2,-1,0,unknown,0
641,3964,39,management,single,secondary,no,835,yes,no,unknown,29,may,587,4,-1,0,unknown,0
642,76,41,blue-collar,divorced,secondary,no,174,yes,no,cellular,14,may,367,2,297,1,other,0
643,3446,38,services,married,secondary,no,8876,no,no,cellular,2,feb,280,1,75,1,failure,0
644,1507,40,management,married,tertiary,no,-7,no,yes,telephone,25,jul,697,1,-1,0,unknown,0
645,263,53,entrepreneur,married,tertiary,no,624,no,yes,cellular,21,jul,180,4,-1,0,unknown,0
646,1767,51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,1,failure,1
647,2170,52,management,divorced,tertiary,no,907,yes,no,unknown,4,jun,104,2,-1,0,unknown,0
648,3122,57,blue-collar,married,primary,no,318,yes,no,unknown,27,may,206,2,-1,0,unknown,0
649,667,55,management,married,primary,no,621,no,yes,cellular,2,feb,114,1,208,1,failure,0
650,3487,39,entrepreneur,married,unknown,no,98,yes,no,telephone,15,may,59,3,367,1,other,0
651,4414,26,services,single,secondary,no,256,yes,no,cellular,4,may,101,2,-1,0,unknown,0
652,312,43,blue-collar,single,primary,no,2,yes,no,cellular,30,jul,783,3,-1,0,unknown,0
653,3748,35,management,married,tertiary,no,2793,no,no,cellular,20,nov,258,2,-1,0,unknown,0
654,1782,31,blue-collar,single,secondary,no,-219,yes,no,unknown,30,may,66,2,-1,0,unknown,0
655,3584,46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure,0
656,2827,49,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,1
657,3133,37,blue-collar,married,primary,no,3242,yes,no,unknown,21,may,233,1,-1,0,unknown,0
658,4343,51,blue-collar,married,primary,no,40,yes,no,cellular,13,may,79,1,370,1,failure,0
659,765,37,management,divorced,secondary,no,414,no,no,cellular,29,jan,293,2,162,4,failure,0
660,436,31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47,1,-1,0,unknown,0
661,1896,35,management,single,tertiary,no,0,no,no,cellular,29,aug,669,6,-1,0,unknown,0
662,3595,30,blue-collar,single,secondary,yes,447,no,no,unknown,14,may,103,6,-1,0,unknown,0
663,1131,32,admin.,single,secondary,no,2817,yes,no,cellular,21,nov,195,1,-1,0,unknown,0
664,3709,44,entrepreneur,married,secondary,no,6649,yes,no,cellular,19,nov,354,2,-1,0,unknown,0
665,399,39,blue-collar,married,primary,no,7685,yes,no,cellular,14,apr,493,3,-1,0,unknown,0
666,1945,33,blue-collar,single,secondary,no,4404,yes,no,cellular,20,nov,766,3,-1,0,unknown,0
667,2727,27,blue-collar,single,primary,no,-179,yes,no,cellular,15,may,54,2,-1,0,unknown,0
668,1072,36,housemaid,married,secondary,no,419,yes,no,unknown,30,may,251,1,-1,0,unknown,0
669,2047,43,unknown,married,tertiary,no,1937,no,no,unknown,19,jun,385,1,-1,0,unknown,0
670,2555,49,unemployed,married,tertiary,no,377,no,no,cellular,22,may,158,1,59,2,failure,0
671,4246,32,services,single,secondary,no,0,yes,no,cellular,31,jul,99,13,-1,0,unknown,0
672,2050,52,blue-collar,married,primary,no,230,yes,no,cellular,6,may,198,2,170,2,failure,0
673,2986,34,management,single,tertiary,no,1,no,no,cellular,19,nov,582,1,-1,0,unknown,0
674,645,46,self-employed,married,secondary,no,548,no,no,cellular,12,aug,1181,4,-1,0,unknown,1
675,64,56,admin.,married,secondary,no,16873,no,no,cellular,7,oct,223,1,-1,0,unknown,0
676,2912,39,technician,married,tertiary,no,-276,no,yes,cellular,11,aug,121,4,-1,0,unknown,0
677,2699,37,blue-collar,married,primary,no,403,yes,no,cellular,8,may,318,2,338,1,success,0
678,1605,53,services,married,secondary,no,-2,yes,yes,cellular,16,apr,144,2,-1,0,unknown,0
679,4406,35,unemployed,single,secondary,no,2116,yes,no,cellular,13,may,409,2,-1,0,unknown,0
680,3510,43,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,-1,0,unknown,1
681,1367,40,technician,married,secondary,no,169,yes,no,cellular,18,aug,43,4,-1,0,unknown,0
682,2257,55,blue-collar,married,secondary,no,383,no,no,unknown,5,may,287,1,-1,0,unknown,0
683,1055,36,management,single,tertiary,no,3343,no,no,cellular,18,nov,307,1,-1,0,unknown,0
684,1508,37,technician,single,secondary,yes,375,no,no,unknown,9,jun,223,2,-1,0,unknown,0
685,2186,39,blue-collar,married,secondary,no,1367,no,no,unknown,12,jun,43,1,-1,0,unknown,0
686,205,45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,139,2,-1,0,unknown,0
687,1912,54,blue-collar,married,secondary,no,0,no,no,telephone,16,apr,1366,1,150,1,failure,0
688,1349,83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,1
689,1623,47,blue-collar,married,primary,no,3451,no,yes,cellular,21,nov,125,2,-1,0,unknown,0
690,3523,31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223,9,other,0
691,2145,38,unemployed,married,primary,no,-363,no,no,unknown,12,jun,340,2,-1,0,unknown,0
692,1937,30,unemployed,single,secondary,yes,-770,yes,no,unknown,28,may,87,1,-1,0,unknown,0
693,1297,32,management,single,tertiary,no,41,no,no,cellular,21,aug,686,5,-1,0,unknown,1
694,2385,47,services,married,secondary,no,3333,yes,yes,cellular,29,jul,114,2,-1,0,unknown,0
695,4132,37,technician,married,secondary,no,1063,yes,no,cellular,31,jul,413,2,-1,0,unknown,0
696,247,32,unemployed,single,secondary,no,0,no,no,cellular,27,may,123,2,-1,0,unknown,0
697,969,55,blue-collar,married,primary,no,3873,no,no,telephone,21,apr,222,1,-1,0,unknown,0
698,2874,29,blue-collar,single,secondary,no,555,yes,no,cellular,15,may,133,4,-1,0,unknown,0
699,901,30,technician,single,tertiary,no,3,yes,no,cellular,6,may,45,2,169,2,failure,0
700,3435,48,technician,married,secondary,no,178,yes,no,unknown,17,jun,320,4,-1,0,unknown,0
701,1014,36,admin.,married,secondary,no,470,yes,no,cellular,31,jul,101,4,-1,0,unknown,0
702,866,54,retired,married,secondary,no,3671,no,no,unknown,11,jun,67,3,-1,0,unknown,0
703,3293,59,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,-1,0,unknown,0
704,4407,45,admin.,divorced,secondary,no,59,yes,no,cellular,24,jul,873,8,-1,0,unknown,1
705,2386,33,technician,married,tertiary,no,16992,yes,no,unknown,29,may,58,1,-1,0,unknown,0
706,1986,34,management,single,tertiary,no,618,yes,no,unknown,3,jun,119,4,-1,0,unknown,0
707,1875,30,blue-collar,single,secondary,no,180,no,no,cellular,14,jul,203,1,183,2,failure,0
708,2068,47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,1
709,3489,38,blue-collar,married,secondary,no,526,yes,yes,unknown,23,may,553,2,-1,0,unknown,0
710,2573,38,blue-collar,married,secondary,no,171,yes,yes,unknown,20,may,172,1,-1,0,unknown,0
711,1373,56,blue-collar,married,primary,no,379,no,no,cellular,13,aug,58,5,-1,0,unknown,0
712,3166,42,blue-collar,married,primary,no,1156,yes,no,telephone,20,apr,37,1,-1,0,unknown,0
713,2066,56,management,divorced,tertiary,no,2959,yes,no,telephone,18,may,325,1,-1,0,unknown,0
714,4155,39,unknown,single,secondary,no,914,no,no,unknown,5,jun,20,1,-1,0,unknown,0
715,3335,29,blue-collar,married,secondary,no,228,yes,no,cellular,11,may,12,8,342,9,failure,0
716,4311,46,admin.,single,secondary,no,1790,yes,no,unknown,5,jun,214,5,-1,0,unknown,0
717,4399,29,entrepreneur,married,secondary,no,452,yes,no,unknown,27,may,347,1,-1,0,unknown,0
718,4402,41,entrepreneur,married,primary,no,39,yes,no,cellular,21,nov,549,2,-1,0,unknown,1
719,184,34,services,married,secondary,no,-62,yes,no,unknown,16,jun,109,3,-1,0,unknown,0
720,1295,24,management,single,tertiary,no,172,no,no,cellular,3,jul,67,2,-1,0,unknown,0
721,1389,50,management,married,tertiary,no,85,no,yes,cellular,1,jun,141,1,-1,0,unknown,0
722,2680,52,admin.,single,primary,no,0,no,no,unknown,19,may,182,11,-1,0,unknown,0
723,1599,25,student,married,tertiary,no,0,yes,no,cellular,9,jul,160,1,-1,0,unknown,0
724,4302,33,blue-collar,single,primary,no,1,yes,no,cellular,20,apr,257,1,-1,0,unknown,0
725,4112,46,admin.,married,primary,no,96,no,no,telephone,4,feb,151,2,-1,0,unknown,0
726,2662,49,admin.,single,secondary,no,981,yes,no,telephone,21,nov,10,3,-1,0,unknown,0
727,271,24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,0,unknown,1
728,505,31,unemployed,married,secondary,no,296,yes,no,unknown,20,may,378,3,-1,0,unknown,0
729,2995,43,technician,single,secondary,no,593,yes,no,unknown,5,may,55,1,-1,0,unknown,0
730,4110,55,management,married,tertiary,no,236,no,no,cellular,4,aug,200,1,-1,0,unknown,0
731,1651,45,blue-collar,married,primary,no,1291,yes,no,cellular,28,aug,189,17,-1,0,unknown,0
732,3373,28,admin.,single,tertiary,no,14,no,no,cellular,1,jun,201,1,-1,0,unknown,0
733,2320,29,management,single,tertiary,no,0,no,no,unknown,16,may,16,25,-1,0,unknown,0
734,1658,47,blue-collar,married,primary,no,556,yes,no,cellular,4,feb,147,2,264,4,other,0
735,3587,38,management,married,tertiary,no,3452,no,no,cellular,13,aug,132,2,-1,0,unknown,0
736,3084,45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown,0
737,353,50,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,failure,0
738,1990,31,admin.,single,secondary,no,-449,yes,no,unknown,28,may,81,2,-1,0,unknown,0
739,2394,44,unknown,married,secondary,no,2319,no,no,cellular,4,aug,251,3,-1,0,unknown,0
740,224,54,management,married,primary,no,1691,yes,no,cellular,20,nov,186,1,-1,0,unknown,0
741,978,34,entrepreneur,divorced,tertiary,no,262,no,no,cellular,20,nov,371,1,-1,0,unknown,0
742,2200,52,services,married,secondary,no,431,no,no,cellular,26,aug,73,17,-1,0,unknown,0
743,2267,30,blue-collar,single,primary,no,185,no,no,unknown,26,jun,11,1,-1,0,unknown,0
744,2400,43,self-employed,married,secondary,no,104,no,no,unknown,17,jun,332,1,-1,0,unknown,0
745,941,34,management,married,tertiary,no,0,yes,no,cellular,7,aug,262,1,99,2,success,1
746,1033,29,technician,single,secondary,no,534,yes,no,cellular,18,may,382,1,-1,0,unknown,0
747,2115,42,housemaid,married,primary,no,145,no,no,cellular,20,aug,252,2,-1,0,unknown,0
748,4082,47,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,676,1,-1,0,unknown,0
749,2955,49,technician,married,secondary,no,12531,no,no,cellular,13,aug,77,8,-1,0,unknown,0
750,3769,51,housemaid,married,primary,no,492,yes,no,unknown,20,may,142,3,-1,0,unknown,0
751,3863,33,technician,married,secondary,no,3470,no,no,cellular,11,aug,285,2,-1,0,unknown,0
752,1363,53,self-employed,married,tertiary,no,2627,yes,yes,unknown,16,jun,18,30,-1,0,unknown,0
753,631,33,technician,married,tertiary,no,8023,no,no,cellular,30,nov,107,1,105,3,failure,0
754,227,33,technician,married,secondary,no,359,yes,no,cellular,20,apr,210,1,242,1,other,0
755,1220,33,admin.,married,tertiary,no,640,no,no,cellular,24,jul,318,1,-1,0,unknown,0
756,1521,38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure,0
757,148,46,admin.,married,secondary,no,179,yes,no,cellular,29,jan,194,4,436,1,other,0
758,2928,32,technician,single,tertiary,no,930,no,no,cellular,27,aug,85,7,-1,0,unknown,0
759,1451,29,services,married,secondary,no,3748,no,no,cellular,28,may,322,3,-1,0,unknown,0
760,3844,39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,3,failure,1
761,1698,31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,1
762,2372,43,services,single,secondary,no,3403,yes,no,cellular,12,nov,707,2,97,2,success,1
763,2578,42,technician,married,secondary,no,0,no,no,cellular,29,aug,82,12,-1,0,unknown,0
764,3718,40,services,divorced,unknown,no,4384,yes,no,unknown,5,may,315,1,-1,0,unknown,0
765,1203,48,retired,married,primary,no,5173,yes,no,unknown,18,jun,88,8,-1,0,unknown,0
766,3712,49,blue-collar,married,primary,no,1032,yes,no,unknown,2,jun,41,5,-1,0,unknown,0
767,4457,37,blue-collar,single,primary,no,6969,yes,no,unknown,20,may,412,1,-1,0,unknown,0
768,300,70,retired,divorced,primary,no,4531,no,no,cellular,18,may,445,1,-1,0,unknown,0
769,791,41,management,married,tertiary,no,3016,yes,no,cellular,14,jul,80,3,-1,0,unknown,0
770,1539,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,10,3,-1,0,unknown,0
771,3653,29,services,divorced,secondary,no,84,yes,no,cellular,13,apr,1101,2,-1,0,unknown,1
772,2141,33,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jul,83,12,-1,0,unknown,0
773,4133,30,management,married,secondary,no,0,yes,no,cellular,12,may,756,3,-1,0,unknown,0
774,4086,36,management,single,tertiary,no,876,yes,no,unknown,23,may,241,2,-1,0,unknown,0
775,2965,35,blue-collar,married,primary,no,3587,yes,no,unknown,30,may,148,4,-1,0,unknown,0
776,4300,59,retired,married,primary,no,0,no,no,cellular,5,jun,493,2,-1,0,unknown,1
777,4248,36,blue-collar,married,primary,no,398,yes,no,unknown,12,jun,278,1,-1,0,unknown,0
778,790,34,management,single,tertiary,no,4348,yes,no,cellular,28,aug,373,8,-1,0,unknown,0
779,3072,55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,94,4,-1,0,unknown,0
780,629,59,management,married,tertiary,no,2764,no,no,cellular,24,dec,237,1,206,2,failure,0
781,2762,42,management,married,tertiary,no,520,no,no,cellular,4,nov,158,1,-1,0,unknown,0
782,77,40,technician,single,secondary,no,591,no,yes,cellular,14,aug,87,6,-1,0,unknown,0
783,1151,44,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown,1
784,2646,40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,169,1,-1,0,unknown,0
785,2439,28,blue-collar,married,secondary,no,64,yes,no,unknown,13,may,160,3,-1,0,unknown,0
786,1664,37,blue-collar,married,secondary,no,132,no,no,unknown,27,may,336,2,-1,0,unknown,0
787,3776,36,blue-collar,divorced,secondary,no,-11,no,no,unknown,5,jun,152,2,-1,0,unknown,0
788,1670,31,services,single,secondary,no,0,yes,no,unknown,28,may,231,2,-1,0,unknown,0
789,1873,53,blue-collar,married,primary,no,4143,no,no,cellular,15,jul,200,3,-1,0,unknown,0
790,2342,39,blue-collar,married,primary,no,385,yes,no,unknown,16,may,225,4,-1,0,unknown,0
791,267,33,technician,married,tertiary,no,-988,yes,yes,cellular,15,jul,83,3,-1,0,unknown,0
792,2671,32,management,single,tertiary,no,474,yes,no,cellular,7,aug,90,3,-1,0,unknown,0
793,3394,46,services,married,secondary,no,4,no,no,cellular,30,apr,268,1,261,5,other,1
794,2672,39,services,married,secondary,no,-540,no,no,unknown,6,jun,29,1,-1,0,unknown,0
795,1490,26,admin.,single,secondary,no,443,no,no,cellular,30,jul,84,3,-1,0,unknown,0
796,2832,36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure,0
797,2693,40,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,57,1,-1,0,unknown,0
798,4393,30,technician,married,tertiary,no,101,yes,yes,cellular,7,jul,187,3,-1,0,unknown,0
799,1022,31,blue-collar,married,secondary,no,1243,yes,no,unknown,21,may,32,1,-1,0,unknown,0
800,3256,36,management,married,tertiary,no,495,no,no,cellular,12,mar,213,3,182,6,success,1
801,4014,41,admin.,married,secondary,no,21515,yes,no,unknown,5,jun,87,1,-1,0,unknown,0
802,3984,44,services,single,secondary,no,1378,yes,no,unknown,8,may,257,2,-1,0,unknown,0
803,3493,36,management,single,tertiary,no,-679,yes,yes,cellular,7,may,172,1,93,1,failure,0
804,533,46,technician,divorced,secondary,no,3455,yes,no,unknown,14,may,566,2,-1,0,unknown,0
805,3132,53,self-employed,married,tertiary,no,451,yes,no,cellular,2,feb,125,1,249,2,failure,0
806,577,38,management,married,tertiary,no,-558,yes,no,cellular,21,jul,533,1,-1,0,unknown,0
807,2809,57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,unknown,0
808,1982,61,blue-collar,married,primary,no,625,yes,no,unknown,19,may,158,2,-1,0,unknown,0
